;;;;;;;;;;;;;;;;;;;;;;;;;;
Software Version;2.01.12;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
Experiment File Path:;Z:\Zoltan\e15_pr_gfp_pr_gfp_s15_mg_conc_check_0821.xpt;;;;;;;;;;;;;;;;;;;;;;;;;
Protocol File Path:;C:\Users\Public\Documents\Protocols\Zoltan\Zoltan-mg-gfp-cfp.prt;;;;;;;;;;;;;;;;;;;;;;;;;
Plate Number;Plate 1;;;;;;;;;;;;;;;;;;;;;;;;;
Date;8/21/2013;;;;;;;;;;;;;;;;;;;;;;;;;
Time;11:17:57 PM;;;;;;;;;;;;;;;;;;;;;;;;;
Reader Type:;Synergy H1;;;;;;;;;;;;;;;;;;;;;;;;;
Reader Serial Number:;271275;;;;;;;;;;;;;;;;;;;;;;;;;
Reading Type;Reader;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
Procedure Details;;;;;;;;;;;;;;;;;;;;;;;;;;
Plate Type;Nunc 384 flat bottom;;;;;;;;;;;;;;;;;;;;;;;;;
Well Selection;Runtime;;;;;;;;;;;;;;;;;;;;;;;;;
Set Temperature;Setpoint 29°C;;;;;;;;;;;;;;;;;;;;;;;;;
Start Kinetic;Runtime 14:00:00 (HH:MM:SS), Interval 0:03:00, 281 Reads;;;;;;;;;;;;;;;;;;;;;;;;;
Shake;Linear: 0:30 (MM:SS);;;;;;;;;;;;;;;;;;;;;;;;;
;Frequency: 567 cpm (3 mm);;;;;;;;;;;;;;;;;;;;;;;;;
Read;MG;;;;;;;;;;;;;;;;;;;;;;;;;
;Fluorescence Endpoint;;;;;;;;;;;;;;;;;;;;;;;;;
;Full Plate;;;;;;;;;;;;;;;;;;;;;;;;;
;Filter Set 1;;;;;;;;;;;;;;;;;;;;;;;;;
;Excitation: 610, Emission: 650;;;;;;;;;;;;;;;;;;;;;;;;;
;Optics: Bottom, Gain: 150;;;;;;;;;;;;;;;;;;;;;;;;;
;Light Source: Xenon Flash, Lamp Energy: High;;;;;;;;;;;;;;;;;;;;;;;;;
;Read Speed: Normal, Delay: 100 msec, Measurements/Data Point: 100;;;;;;;;;;;;;;;;;;;;;;;;;
;Read Height: 9.5 mm;;;;;;;;;;;;;;;;;;;;;;;;;
Read;gfp;;;;;;;;;;;;;;;;;;;;;;;;;
;Fluorescence Endpoint;;;;;;;;;;;;;;;;;;;;;;;;;
;Full Plate;;;;;;;;;;;;;;;;;;;;;;;;;
;Filter Set 1;;;;;;;;;;;;;;;;;;;;;;;;;
;Excitation: 485, Emission: 525;;;;;;;;;;;;;;;;;;;;;;;;;
;Optics: Bottom, Gain: 61;;;;;;;;;;;;;;;;;;;;;;;;;
;Light Source: Xenon Flash, Lamp Energy: High;;;;;;;;;;;;;;;;;;;;;;;;;
;Read Speed: Normal, Delay: 100 msec, Measurements/Data Point: 10;;;;;;;;;;;;;;;;;;;;;;;;;
;Read Height: 7 mm;;;;;;;;;;;;;;;;;;;;;;;;;
Read;cfp;;;;;;;;;;;;;;;;;;;;;;;;;
;Fluorescence Endpoint;;;;;;;;;;;;;;;;;;;;;;;;;
;Full Plate;;;;;;;;;;;;;;;;;;;;;;;;;
;Filter Set 1;;;;;;;;;;;;;;;;;;;;;;;;;
;Excitation: 433, Emission: 475;;;;;;;;;;;;;;;;;;;;;;;;;
;Optics: Bottom, Gain: 61;;;;;;;;;;;;;;;;;;;;;;;;;
;Light Source: Xenon Flash, Lamp Energy: High;;;;;;;;;;;;;;;;;;;;;;;;;
;Read Speed: Normal, Delay: 100 msec, Measurements/Data Point: 10;;;;;;;;;;;;;;;;;;;;;;;;;
;Read Height: 9.5 mm;;;;;;;;;;;;;;;;;;;;;;;;;
End Kinetic;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
Layout;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;
;A;;;;;;;;;;;;;;;;;;;;;;;;;Well ID
;B;;;;;;;;;;;;;;;;;;;;;;;;;Well ID
;C;;;;;;;;;;;;;;;;;;;;;;;;;Well ID
;D;;;;;;;;;;;;;;;;;;;;;;;;;Well ID
;E;;;;;;;;;;;;;;;;;;;;;;;;;Well ID
;F;SPL1;SPL2;SPL3;SPL4;SPL5;SPL6;SPL7;SPL8;SPL9;SPL10;SPL11;SPL12;SPL13;SPL14;;;;;;;;;;;Well ID
;G;;;;;;;;;;;;;;;;;;;;;;;;;Well ID
;H;;;;;;;;;;;;;;;;;;;;;;;;;Well ID
;I;;;;;;;;;;;;;;;;;;;;;;;;;Well ID
;J;;;;;;;;;;;;;;;;;;;;;;;;;Well ID
;K;;;;;;;;;;;;;;;;;;;;;;;;;Well ID
;L;;;;;;;;;;;;;;;;;;;;;;;;;Well ID
;M;;;;;;;;;;;;;;;;;;;;;;;;;Well ID
;N;;;;;;;;;;;;;;;;;;;;;;;;;Well ID
;O;;;;;;;;;;;;;;;;;;;;;;;;;Well ID
;P;;;;;;;;;;;;;;;;;;;;;;;;;Well ID
;;;;;;;;;;;;;;;;;;;;;;;;;;
MG:610,650;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;Time;T° MG:610,650;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;F13;F14;;;;;;;;;;
;0:00:31;29.1;512;455;474;479;470;548;461;472;412;442;477;510;549;542;;;;;;;;;;
;0:03:31;29;451;418;461;455;464;476;422;445;415;479;471;487;559;589;;;;;;;;;;
;0:06:31;29;457;404;445;401;456;462;388;433;374;442;437;516;597;625;;;;;;;;;;
;0:09:31;29;404;440;447;426;435;439;387;418;407;452;467;507;727;713;;;;;;;;;;
;0:12:31;29;417;400;418;439;430;425;394;397;435;420;521;561;814;839;;;;;;;;;;
;0:15:31;29;389;359;436;374;416;417;355;390;436;468;548;600;866;959;;;;;;;;;;
;0:18:31;29;383;361;380;369;414;377;386;365;404;470;591;668;997;1096;;;;;;;;;;
;0:21:31;29;383;357;368;428;422;375;355;328;433;493;609;674;1098;1171;;;;;;;;;;
;0:24:31;29;386;349;366;365;406;384;370;342;442;518;640;819;1218;1409;;;;;;;;;;
;0:27:31;29;362;337;377;339;376;330;384;384;468;537;680;831;1344;1528;;;;;;;;;;
;0:30:31;29.1;367;319;340;371;407;337;337;337;439;576;693;911;1429;1701;;;;;;;;;;
;0:33:31;29.1;332;317;373;342;388;317;312;330;477;588;756;954;1580;1839;;;;;;;;;;
;0:36:31;29.1;392;329;317;344;372;339;288;324;426;611;811;1075;1685;1928;;;;;;;;;;
;0:39:31;29.1;336;325;333;342;369;329;329;300;481;622;809;1080;1754;2007;;;;;;;;;;
;0:42:31;29.1;358;337;377;353;366;321;326;312;509;626;870;1171;1811;2065;;;;;;;;;;
;0:45:31;29.1;371;317;331;365;353;330;296;320;480;744;906;1280;1995;2187;;;;;;;;;;
;0:48:31;29.1;383;320;318;354;361;352;292;304;523;752;974;1353;2022;2252;;;;;;;;;;
;0:51:31;29.1;342;314;358;320;314;352;315;289;501;744;978;1364;2022;2178;;;;;;;;;;
;0:54:31;29.1;369;323;321;326;353;370;298;307;514;760;1057;1472;2160;2327;;;;;;;;;;
;0:57:31;29.1;318;316;326;353;334;333;300;286;536;838;1054;1464;2150;2300;;;;;;;;;;
;1:00:31;29.1;370;301;332;347;330;324;317;288;572;849;1164;1519;2274;2352;;;;;;;;;;
;1:03:31;29.1;299;298;310;320;324;326;304;278;591;836;1139;1590;2350;2376;;;;;;;;;;
;1:06:31;29.1;324;286;301;316;348;311;301;277;566;943;1174;1647;2375;2235;;;;;;;;;;
;1:09:31;29.1;330;340;342;345;320;289;291;265;591;907;1258;1645;2427;2280;;;;;;;;;;
;1:12:31;29.1;312;300;307;315;350;327;289;257;570;924;1262;1629;2370;2401;;;;;;;;;;
;1:15:31;29.1;352;298;326;297;334;313;283;279;660;989;1222;1765;2412;2384;;;;;;;;;;
;1:18:31;29.1;328;291;311;305;336;307;268;265;639;987;1265;1829;2443;2392;;;;;;;;;;
;1:21:31;29.1;330;314;318;316;321;310;277;252;648;1003;1305;1799;2403;2342;;;;;;;;;;
;1:24:31;29;308;311;295;308;312;313;279;250;708;1061;1403;1921;2392;2381;;;;;;;;;;
;1:27:31;29.1;344;273;332;334;327;323;272;285;683;1056;1377;1943;2523;2382;;;;;;;;;;
;1:30:31;29.1;348;300;325;315;273;311;267;227;681;1118;1484;1895;2379;2319;;;;;;;;;;
;1:33:31;29.1;353;298;296;313;309;318;261;235;679;1090;1482;2018;2391;2421;;;;;;;;;;
;1:36:31;29;303;321;325;309;324;285;273;248;676;1188;1468;2029;2486;2527;;;;;;;;;;
;1:39:31;29;341;312;324;325;307;297;272;251;691;1138;1462;2063;2471;2387;;;;;;;;;;
;1:42:31;29;323;321;308;334;346;291;276;229;719;1132;1533;2051;2379;2428;;;;;;;;;;
;1:45:31;29;290;314;290;316;313;348;270;234;724;1142;1583;2155;2385;2423;;;;;;;;;;
;1:48:31;29.1;312;279;296;298;321;265;264;240;785;1235;1631;2082;2488;2469;;;;;;;;;;
;1:51:31;29.1;345;304;323;315;335;304;257;227;689;1242;1521;2139;2425;2479;;;;;;;;;;
;1:54:31;29.1;348;324;332;309;312;279;240;219;740;1230;1569;2166;2408;2320;;;;;;;;;;
;1:57:31;29.1;299;292;342;320;333;282;244;204;739;1278;1669;2154;2527;2385;;;;;;;;;;
;2:00:31;29.1;304;308;313;317;315;289;222;213;779;1272;1613;2117;2486;2433;;;;;;;;;;
;2:03:31;29.1;306;288;315;282;330;270;239;211;775;1250;1634;2102;2330;2405;;;;;;;;;;
;2:06:31;29.1;321;290;313;281;331;285;258;223;778;1243;1636;2059;2367;2401;;;;;;;;;;
;2:09:31;29.1;319;294;258;320;303;263;230;226;818;1239;1654;2142;2379;2332;;;;;;;;;;
;2:12:31;29.1;311;274;273;334;292;258;265;238;788;1263;1727;2133;2385;2338;;;;;;;;;;
;2:15:31;29.1;299;276;299;289;290;258;215;218;736;1316;1650;2090;2429;2212;;;;;;;;;;
;2:18:31;29.1;332;295;323;297;302;254;227;216;787;1239;1636;2114;2279;2233;;;;;;;;;;
;2:21:31;29.1;293;279;271;299;322;274;186;224;775;1267;1667;2058;2246;2222;;;;;;;;;;
;2:24:31;29.1;320;249;300;293;306;283;206;221;817;1309;1709;2047;2232;2274;;;;;;;;;;
;2:27:31;29;344;290;296;304;269;259;220;212;795;1300;1659;2062;2141;2171;;;;;;;;;;
;2:30:31;29;279;307;326;309;304;255;215;232;793;1270;1686;2085;2122;2156;;;;;;;;;;
;2:33:31;29.1;326;289;288;291;290;257;217;202;758;1293;1610;2024;2169;2086;;;;;;;;;;
;2:36:31;29.1;287;298;273;287;280;269;201;225;804;1330;1611;2056;2158;2043;;;;;;;;;;
;2:39:31;29.1;288;282;305;281;301;248;219;217;814;1290;1597;1979;2110;1996;;;;;;;;;;
;2:42:31;29.1;311;320;310;310;261;247;225;202;757;1323;1503;1888;2022;1997;;;;;;;;;;
;2:45:31;29.1;302;254;315;291;313;240;178;230;745;1290;1628;1891;1919;1901;;;;;;;;;;
;2:48:31;29;295;275;293;276;273;234;226;230;790;1215;1625;1851;1993;1922;;;;;;;;;;
;2:51:31;29;292;289;307;298;272;263;212;226;792;1234;1571;1830;1892;1817;;;;;;;;;;
;2:54:31;29;310;287;289;292;297;256;181;193;780;1285;1558;1748;1883;1815;;;;;;;;;;
;2:57:31;29;301;279;291;272;276;240;204;197;763;1230;1457;1782;1802;1823;;;;;;;;;;
;3:00:31;29;309;271;293;277;294;234;207;213;754;1240;1495;1782;1774;1810;;;;;;;;;;
;3:03:31;29;290;272;272;265;279;230;200;195;752;1250;1506;1757;1829;1820;;;;;;;;;;
;3:06:31;29;300;256;286;298;308;256;206;211;766;1243;1488;1682;1715;1715;;;;;;;;;;
;3:09:31;29;334;271;304;281;272;262;189;184;736;1223;1427;1649;1735;1762;;;;;;;;;;
;3:12:31;29.1;327;282;309;253;284;245;215;200;747;1240;1408;1634;1668;1639;;;;;;;;;;
;3:15:31;29.1;291;286;266;254;278;227;186;212;750;1195;1408;1571;1667;1641;;;;;;;;;;
;3:18:31;29.1;291;272;270;273;262;254;173;191;720;1148;1419;1554;1581;1593;;;;;;;;;;
;3:21:31;29.1;283;259;278;262;287;233;165;205;738;1125;1352;1587;1567;1637;;;;;;;;;;
;3:24:31;29.1;299;269;295;237;283;260;187;190;695;1136;1415;1543;1468;1503;;;;;;;;;;
;3:27:31;29.1;292;299;284;270;272;233;168;211;673;1135;1323;1458;1513;1502;;;;;;;;;;
;3:30:31;29.1;320;267;296;252;267;237;178;171;735;1150;1308;1432;1424;1422;;;;;;;;;;
;3:33:31;29.1;303;262;304;259;275;233;183;166;706;1089;1278;1499;1459;1389;;;;;;;;;;
;3:36:31;29.1;287;248;259;246;234;228;189;197;717;1061;1303;1339;1362;1320;;;;;;;;;;
;3:39:31;29.1;335;264;280;248;279;222;188;191;735;1075;1208;1314;1306;1308;;;;;;;;;;
;3:42:31;29.1;288;265;268;275;250;192;192;185;693;1068;1179;1314;1337;1270;;;;;;;;;;
;3:45:31;29.1;296;283;271;267;265;208;184;164;708;1017;1212;1306;1239;1233;;;;;;;;;;
;3:48:31;29.1;283;268;296;266;247;223;188;180;709;1041;1190;1250;1197;1168;;;;;;;;;;
;3:51:31;29.1;295;254;262;275;283;228;172;179;684;988;1217;1320;1212;1201;;;;;;;;;;
;3:54:31;29.1;289;270;272;244;217;194;186;182;664;1044;1179;1189;1195;1168;;;;;;;;;;
;3:57:31;29.1;280;274;275;239;272;210;182;172;684;989;1103;1265;1218;1147;;;;;;;;;;
;4:00:31;29.1;285;276;289;246;257;230;174;190;672;943;1075;1121;1200;1075;;;;;;;;;;
;4:03:31;29.1;260;280;278;237;254;217;164;170;674;944;1073;1134;1140;1050;;;;;;;;;;
;4:06:31;29.1;270;261;317;297;260;208;171;177;714;987;1082;1111;1116;1036;;;;;;;;;;
;4:09:31;29;293;267;293;253;242;205;173;187;654;922;1051;1142;1093;1055;;;;;;;;;;
;4:12:31;29;288;261;283;269;251;207;177;152;702;965;1026;1118;1031;1013;;;;;;;;;;
;4:15:31;29;321;293;268;277;261;184;160;188;668;925;1014;1035;1028;996;;;;;;;;;;
;4:18:31;29;267;272;249;257;207;198;180;157;674;951;998;1124;1014;959;;;;;;;;;;
;4:21:31;29;308;269;267;253;246;224;176;191;645;885;1011;1037;991;923;;;;;;;;;;
;4:24:31;29;277;266;280;297;221;225;166;167;611;903;948;1005;963;936;;;;;;;;;;
;4:27:31;29;260;267;255;276;251;200;175;167;607;888;948;1026;982;924;;;;;;;;;;
;4:30:31;29;254;282;272;286;232;197;169;148;619;891;947;920;924;849;;;;;;;;;;
;4:33:31;29;279;286;270;278;246;212;189;170;622;907;933;959;887;858;;;;;;;;;;
;4:36:31;29.1;306;271;297;259;232;203;159;174;641;838;859;928;870;867;;;;;;;;;;
;4:39:31;29.1;284;285;247;278;269;196;177;189;593;912;888;929;839;820;;;;;;;;;;
;4:42:31;29.1;267;281;241;298;235;219;184;168;608;832;940;931;848;810;;;;;;;;;;
;4:45:31;29.1;280;265;259;287;230;206;193;179;610;856;872;915;812;867;;;;;;;;;;
;4:48:31;29.1;270;254;262;291;254;200;187;170;610;758;884;915;813;809;;;;;;;;;;
;4:51:31;29.1;245;248;274;291;250;188;175;147;608;790;883;914;808;819;;;;;;;;;;
;4:54:31;29.1;271;262;246;275;267;204;194;139;637;811;885;918;780;784;;;;;;;;;;
;4:57:31;29.1;284;225;270;295;266;191;190;159;587;812;800;874;757;750;;;;;;;;;;
;5:00:31;29.1;293;241;254;311;239;235;184;178;572;782;909;840;780;792;;;;;;;;;;
;5:03:31;29;269;246;243;268;256;210;183;176;587;767;860;855;743;715;;;;;;;;;;
;5:06:31;29.1;257;241;265;301;241;225;169;170;615;827;817;880;749;742;;;;;;;;;;
;5:09:31;29.1;281;251;257;329;262;243;174;154;593;859;796;817;764;714;;;;;;;;;;
;5:12:31;29;294;247;242;296;262;237;186;150;575;797;826;911;736;729;;;;;;;;;;
;5:15:31;29.1;284;267;265;267;232;221;198;166;552;762;843;873;761;680;;;;;;;;;;
;5:18:31;29.1;274;213;295;286;245;184;176;152;603;804;862;901;742;705;;;;;;;;;;
;5:21:31;29.1;287;232;275;285;265;213;164;138;576;739;786;864;733;631;;;;;;;;;;
;5:24:31;29.1;274;261;276;302;248;204;175;180;549;811;824;864;677;664;;;;;;;;;;
;5:27:31;29.1;281;262;292;294;242;243;169;197;570;821;820;837;669;658;;;;;;;;;;
;5:30:31;29;292;238;290;319;251;215;159;160;625;779;844;803;661;658;;;;;;;;;;
;5:33:31;29;294;286;295;300;269;232;193;164;595;812;809;844;704;608;;;;;;;;;;
;5:36:31;29;292;266;304;319;263;208;179;165;597;806;793;858;653;628;;;;;;;;;;
;5:39:31;29;288;263;338;274;242;228;172;160;568;760;841;850;734;588;;;;;;;;;;
;5:42:31;29;290;267;314;299;253;189;184;141;660;804;830;794;669;563;;;;;;;;;;
;5:45:31;29;267;276;293;313;252;212;167;138;589;749;822;802;625;581;;;;;;;;;;
;5:48:31;29;318;298;329;298;255;203;188;161;585;779;832;853;631;521;;;;;;;;;;
;5:51:31;29;287;260;284;314;250;210;162;165;588;783;789;864;645;569;;;;;;;;;;
;5:54:31;29;290;256;282;290;248;220;172;130;615;816;822;839;618;616;;;;;;;;;;
;5:57:31;29.1;308;266;297;305;261;252;171;133;605;765;857;759;663;572;;;;;;;;;;
;6:00:31;29.1;290;323;290;295;305;218;202;174;591;772;780;800;663;565;;;;;;;;;;
;6:03:31;29.1;309;298;311;272;277;222;189;140;596;763;759;817;668;556;;;;;;;;;;
;6:06:31;29.1;300;306;299;312;273;209;195;159;598;772;808;783;674;547;;;;;;;;;;
;6:09:31;29.1;304;275;287;275;257;225;191;139;627;778;786;792;605;515;;;;;;;;;;
;6:12:31;29.1;343;294;335;282;246;253;174;147;606;821;797;755;624;559;;;;;;;;;;
;6:15:31;29.1;285;319;298;289;249;240;187;166;629;745;785;768;604;506;;;;;;;;;;
;6:18:31;29.1;345;299;297;301;263;223;174;156;607;765;803;745;621;501;;;;;;;;;;
;6:21:31;29.1;374;327;300;281;280;218;196;143;614;799;745;728;616;508;;;;;;;;;;
;6:24:31;29.1;317;285;322;291;277;236;196;142;604;783;760;762;624;473;;;;;;;;;;
;6:27:31;29.1;341;321;310;273;273;225;174;167;617;733;771;758;607;506;;;;;;;;;;
;6:30:31;29.1;302;327;318;307;273;236;188;129;633;817;720;729;584;481;;;;;;;;;;
;6:33:31;29.1;307;317;352;300;278;212;177;151;628;797;763;748;620;503;;;;;;;;;;
;6:36:31;29.1;332;326;360;299;259;223;152;157;613;741;774;736;587;485;;;;;;;;;;
;6:39:31;29.1;318;311;313;310;244;201;176;152;613;736;791;703;612;492;;;;;;;;;;
;6:42:31;29.1;329;332;347;293;272;221;165;140;602;690;794;704;562;490;;;;;;;;;;
;6:45:31;29.1;308;317;303;280;284;224;184;139;618;718;725;738;554;454;;;;;;;;;;
;6:48:31;29;324;319;331;299;264;223;182;150;598;771;782;711;606;463;;;;;;;;;;
;6:51:31;29;312;333;327;308;247;210;181;170;646;740;773;703;560;480;;;;;;;;;;
;6:54:31;29;335;313;321;270;275;215;182;143;634;741;701;689;582;461;;;;;;;;;;
;6:57:31;29;345;326;334;323;280;241;201;150;648;744;733;703;593;443;;;;;;;;;;
;7:00:31;29;320;350;309;315;267;229;190;144;645;722;705;711;541;486;;;;;;;;;;
;7:03:31;29;333;331;379;270;256;228;188;145;612;764;724;727;585;424;;;;;;;;;;
;7:06:31;29;333;347;340;350;286;235;211;143;608;774;732;700;563;444;;;;;;;;;;
;7:09:31;29;348;337;324;322;267;255;185;146;613;688;770;678;591;435;;;;;;;;;;
;7:12:31;29;311;328;341;323;288;224;174;162;599;703;745;666;593;442;;;;;;;;;;
;7:15:31;29.1;298;355;331;310;275;226;183;160;558;705;717;661;579;440;;;;;;;;;;
;7:18:31;29.1;358;355;334;330;283;211;192;153;636;712;737;665;531;456;;;;;;;;;;
;7:21:31;29.1;338;352;361;304;262;197;164;160;617;713;697;648;541;447;;;;;;;;;;
;7:24:31;29.1;321;322;341;304;273;238;201;143;616;676;746;702;572;433;;;;;;;;;;
;7:27:31;29.1;331;368;352;308;300;232;206;169;609;712;663;644;546;452;;;;;;;;;;
;7:30:31;29.1;303;346;341;293;270;210;177;149;585;691;690;660;550;433;;;;;;;;;;
;7:33:31;29.1;347;341;351;281;267;241;185;156;578;760;712;625;535;424;;;;;;;;;;
;7:36:31;29.1;347;340;343;310;248;207;190;148;605;720;672;659;543;463;;;;;;;;;;
;7:39:31;29.1;350;351;368;292;267;253;167;149;591;725;644;671;564;419;;;;;;;;;;
;7:42:31;29.1;372;337;362;296;263;224;186;150;612;672;673;605;559;430;;;;;;;;;;
;7:45:31;29.1;322;355;349;306;266;223;161;159;571;679;717;617;516;463;;;;;;;;;;
;7:48:31;29.1;305;344;353;301;282;227;168;169;595;670;705;626;532;414;;;;;;;;;;
;7:51:31;29.1;333;369;333;306;281;230;159;162;576;684;632;601;544;458;;;;;;;;;;
;7:54:31;29.1;345;382;369;293;249;208;164;153;565;693;660;642;544;420;;;;;;;;;;
;7:57:31;29.1;366;374;358;260;280;228;165;158;571;723;620;641;533;415;;;;;;;;;;
;8:00:31;29.1;369;351;360;260;277;227;179;149;535;678;655;602;510;422;;;;;;;;;;
;8:03:31;29.1;335;346;352;311;267;222;145;163;538;712;653;562;495;464;;;;;;;;;;
;8:06:31;29.1;323;346;349;256;255;242;198;147;586;667;680;602;527;391;;;;;;;;;;
;8:09:31;29.1;342;360;335;326;291;209;194;166;526;631;670;601;557;422;;;;;;;;;;
;8:12:31;29.1;349;373;342;304;264;247;166;166;577;649;632;589;525;401;;;;;;;;;;
;8:15:31;29;356;339;344;277;274;212;188;151;545;633;628;598;483;416;;;;;;;;;;
;8:18:31;29;298;372;383;283;269;241;173;157;536;653;656;563;522;455;;;;;;;;;;
;8:21:31;29;335;372;348;302;263;216;183;156;581;622;672;585;502;421;;;;;;;;;;
;8:24:31;29;337;347;337;306;265;234;183;159;588;613;674;586;507;410;;;;;;;;;;
